DIM_TIME,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,,GEO_NAME_SHORT,RATE_PER_100000_N,RATE_PER_100000_NL,RATE_PER_100000_NU
2012,528,COUNTRY,Europe,Netherlands (Kingdom of the),6.3,5.4,7.3
2013,528,COUNTRY,Europe,Netherlands (Kingdom of the),5.7,4.9,6.6
2014,528,COUNTRY,Europe,Netherlands (Kingdom of the),5.5,4.7,6.4
2015,528,COUNTRY,Europe,Netherlands (Kingdom of the),5.7,4.9,6.6
2016,528,COUNTRY,Europe,Netherlands (Kingdom of the),5.9,5,6.8
2017,528,COUNTRY,Europe,Netherlands (Kingdom of the),5.2,4.4,6
2018,528,COUNTRY,Europe,Netherlands (Kingdom of the),5.3,4.5,6.1
2019,528,COUNTRY,Europe,Netherlands (Kingdom of the),4.9,4.2,5.7
2020,528,COUNTRY,Europe,Netherlands (Kingdom of the),4.1,3.5,4.7
2021,528,COUNTRY,Europe,Netherlands (Kingdom of the),4.4,3.8,5.1
2022,528,COUNTRY,Europe,Netherlands (Kingdom of the),4.1,3.5,4.7
2000,578,COUNTRY,Europe,Norway,5.7,4.8,6.5
2001,578,COUNTRY,Europe,Norway,7,6,8.1
2002,578,COUNTRY,Europe,Norway,6.2,5.3,7.1
2003,578,COUNTRY,Europe,Norway,8.4,7.2,9.7
2004,578,COUNTRY,Europe,Norway,7.1,6.1,8.2
2005,578,COUNTRY,Europe,Norway,6.9,5.9,7.9
2006,578,COUNTRY,Europe,Norway,6.8,5.8,7.9
2007,578,COUNTRY,Europe,Norway,6.9,5.9,8
2008,578,COUNTRY,Europe,Norway,7.2,6.1,8.3
2009,578,COUNTRY,Europe,Norway,7.8,6.7,9
2010,578,COUNTRY,Europe,Norway,6.9,5.9,8
2011,578,COUNTRY,Europe,Norway,7.4,6.4,8.6
2012,578,COUNTRY,Europe,Norway,7.9,6.7,9.1
2013,578,COUNTRY,Europe,Norway,8.2,7,9.5
2014,578,COUNTRY,Europe,Norway,6.8,5.8,7.8
2015,578,COUNTRY,Europe,Norway,6.3,5.4,7.3
2016,578,COUNTRY,Europe,Norway,6.1,5.2,7.1
2017,578,COUNTRY,Europe,Norway,5.2,4.4,6
2018,578,COUNTRY,Europe,Norway,4.1,3.5,4.7
2019,578,COUNTRY,Europe,Norway,3.3,2.8,3.8
2020,578,COUNTRY,Europe,Norway,3.1,2.6,3.6
2021,578,COUNTRY,Europe,Norway,3,2.5,3.4
2022,578,COUNTRY,Europe,Norway,3.3,2.8,3.8
2000,616,COUNTRY,Europe,Poland,33,28,38
2001,616,COUNTRY,Europe,Poland,30,26,35
2002,616,COUNTRY,Europe,Poland,30,26,35
2003,616,COUNTRY,Europe,Poland,30,26,35
2004,616,COUNTRY,Europe,Poland,26,22,30
2005,616,COUNTRY,Europe,Poland,24,21,28
2006,616,COUNTRY,Europe,Poland,24,20,28
2007,616,COUNTRY,Europe,Poland,24,20,28
2008,616,COUNTRY,Europe,Poland,22,19,26
2009,616,COUNTRY,Europe,Poland,23,20,26
2010,616,COUNTRY,Europe,Poland,21,18,24
2011,616,COUNTRY,Europe,Poland,24,20,27
2012,616,COUNTRY,Europe,Poland,21,18,24
2013,616,COUNTRY,Europe,Poland,21,18,24
2014,616,COUNTRY,Europe,Poland,19,17,23
2015,616,COUNTRY,Europe,Poland,19,16,21
2016,616,COUNTRY,Europe,Poland,18,16,21
2017,616,COUNTRY,Europe,Poland,17,14,19
2018,616,COUNTRY,Europe,Poland,16,13,18
2019,616,COUNTRY,Europe,Poland,15,13,17
2020,616,COUNTRY,Europe,Poland,9.4,8.1,11
2021,616,COUNTRY,Europe,Poland,10,8.9,12
2022,616,COUNTRY,Europe,Poland,12,9.8,13
2000,620,COUNTRY,Europe,Portugal,47,40,55
2001,620,COUNTRY,Europe,Portugal,48,41,55
2002,620,COUNTRY,Europe,Portugal,48,41,56
2003,620,COUNTRY,Europe,Portugal,44,38,51
2004,620,COUNTRY,Europe,Portugal,40,34,46
2005,620,COUNTRY,Europe,Portugal,36,31,42
2006,620,COUNTRY,Europe,Portugal,35,30,41
2007,620,COUNTRY,Europe,Portugal,32,28,37
2008,620,COUNTRY,Europe,Portugal,31,26,35
2009,620,COUNTRY,Europe,Portugal,29,25,34
2010,620,COUNTRY,Europe,Portugal,28,24,33
2011,620,COUNTRY,Europe,Portugal,27,23,31
2012,620,COUNTRY,Europe,Portugal,27,23,31
2013,620,COUNTRY,Europe,Portugal,26,22,30
2014,620,COUNTRY,Europe,Portugal,24,21,28
2015,620,COUNTRY,Europe,Portugal,23,20,27
2016,620,COUNTRY,Europe,Portugal,20,17,23
2017,620,COUNTRY,Europe,Portugal,20,17,23
2018,620,COUNTRY,Europe,Portugal,21,18,24
2019,620,COUNTRY,Europe,Portugal,19,16,22
2020,620,COUNTRY,Europe,Portugal,16,13,18
2021,620,COUNTRY,Europe,Portugal,16,14,19
2022,620,COUNTRY,Europe,Portugal,16,13,18
2000,642,COUNTRY,Europe,Romania,144,123,167
2001,642,COUNTRY,Europe,Romania,151,129,174
2002,642,COUNTRY,Europe,Romania,158,135,183
2003,642,COUNTRY,Europe,Romania,159,136,184
2004,642,COUNTRY,Europe,Romania,154,132,178
2005,642,COUNTRY,Europe,Romania,142,122,164
2006,642,COUNTRY,Europe,Romania,134,114,154
2007,642,COUNTRY,Europe,Romania,125,107,145
2008,642,COUNTRY,Europe,Romania,121,104,140
2009,642,COUNTRY,Europe,Romania,116,99,134
2010,642,COUNTRY,Europe,Romania,105,90,121
2011,642,COUNTRY,Europe,Romania,97,83,112
2012,642,COUNTRY,Europe,Romania,92,79,106
2013,642,COUNTRY,Europe,Romania,89,76,103
2014,642,COUNTRY,Europe,Romania,85,73,99
2015,642,COUNTRY,Europe,Romania,82,70,95
2016,642,COUNTRY,Europe,Romania,74,64,86
2017,642,COUNTRY,Europe,Romania,72,61,83
2018,642,COUNTRY,Europe,Romania,68,58,79
2019,642,COUNTRY,Europe,Romania,65,56,75
2020,642,COUNTRY,Europe,Romania,43,36,49
2021,642,COUNTRY,Europe,Romania,45,39,52
2022,642,COUNTRY,Europe,Romania,52,44,60
2000,643,COUNTRY,Europe,Russian Federation,95,38,178
2001,643,COUNTRY,Europe,Russian Federation,92,38,170
2002,643,COUNTRY,Europe,Russian Federation,90,38,163
2003,643,COUNTRY,Europe,Russian Federation,88,38,159
2004,643,COUNTRY,Europe,Russian Federation,87,38,157
2005,643,COUNTRY,Europe,Russian Federation,88,38,157
2006,643,COUNTRY,Europe,Russian Federation,88,38,159
2007,643,COUNTRY,Europe,Russian Federation,90,38,163
2008,643,COUNTRY,Europe,Russian Federation,90,38,163
2009,643,COUNTRY,Europe,Russian Federation,89,38,160
2010,643,COUNTRY,Europe,Russian Federation,85,38,151
2011,643,COUNTRY,Europe,Russian Federation,81,38,140
2012,643,COUNTRY,Europe,Russian Federation,77,38,129
2013,643,COUNTRY,Europe,Russian Federation,73,37,121
2014,643,COUNTRY,Europe,Russian Federation,70,37,114
2015,643,COUNTRY,Europe,Russian Federation,67,36,106
2016,643,COUNTRY,Europe,Russian Federation,63,36,98
2017,643,COUNTRY,Europe,Russian Federation,59,35,89
2018,643,COUNTRY,Europe,Russian Federation,54,34,80
2019,643,COUNTRY,Europe,Russian Federation,50,32,71
2020,643,COUNTRY,Europe,Russian Federation,49,31,70
2021,643,COUNTRY,Europe,Russian Federation,47,30,69
2022,643,COUNTRY,Europe,Russian Federation,39,22,60
2000,674,COUNTRY,Europe,San Marino,4.3,3.7,5
2001,674,COUNTRY,Europe,San Marino,0,0,0
2002,674,COUNTRY,Europe,San Marino,4.1,3.5,4.8
2003,674,COUNTRY,Europe,San Marino,4,3.4,4.6
2004,674,COUNTRY,Europe,San Marino,0,0,0
2005,674,COUNTRY,Europe,San Marino,0,0,0
2006,674,COUNTRY,Europe,San Marino,0,0,0
2007,674,COUNTRY,Europe,San Marino,0,0,0
2008,674,COUNTRY,Europe,San Marino,0,0,0
2009,674,COUNTRY,Europe,San Marino,0,0,0
2010,674,COUNTRY,Europe,San Marino,0,0,0
2011,674,COUNTRY,Europe,San Marino,0,0,0
2012,674,COUNTRY,Europe,San Marino,0,0,0
2013,674,COUNTRY,Europe,San Marino,0,0,0
2014,674,COUNTRY,Europe,San Marino,0,0,0
2015,674,COUNTRY,Europe,San Marino,0,0,0
2016,674,COUNTRY,Europe,San Marino,0,0,0
2017,674,COUNTRY,Europe,San Marino,0,0,0
2018,674,COUNTRY,Europe,San Marino,0,0,0
2019,674,COUNTRY,Europe,San Marino,0,0,0
2020,674,COUNTRY,Europe,San Marino,0,0,0
2021,674,COUNTRY,Europe,San Marino,0,0,0
2022,674,COUNTRY,Europe,San Marino,0,0,0
2005,688,COUNTRY,Europe,Serbia,40,25,58
2006,688,COUNTRY,Europe,Serbia,40,25,57
2007,688,COUNTRY,Europe,Serbia,37,24,52
2008,688,COUNTRY,Europe,Serbia,35,23,48
2009,688,COUNTRY,Europe,Serbia,32,22,44
2010,688,COUNTRY,Europe,Serbia,30,21,40
2011,688,COUNTRY,Europe,Serbia,28,20,36
2012,688,COUNTRY,Europe,Serbia,24,18,30
2013,688,COUNTRY,Europe,Serbia,27,20,35
2014,688,COUNTRY,Europe,Serbia,23,18,30
2015,688,COUNTRY,Europe,Serbia,21,17,26
2016,688,COUNTRY,Europe,Serbia,19,16,23
2017,688,COUNTRY,Europe,Serbia,19,15,23
2018,688,COUNTRY,Europe,Serbia,17,14,21
2019,688,COUNTRY,Europe,Serbia,14,12,17
2020,688,COUNTRY,Europe,Serbia,14,12,17
2021,688,COUNTRY,Europe,Serbia,14,12,17
2022,688,COUNTRY,Europe,Serbia,14,12,17
2000,703,COUNTRY,Europe,Slovakia,22,18,25
2001,703,COUNTRY,Europe,Slovakia,21,18,24
2002,703,COUNTRY,Europe,Slovakia,21,18,24
2003,703,COUNTRY,Europe,Slovakia,21,18,24
2004,703,COUNTRY,Europe,Slovakia,14,12,16
2005,703,COUNTRY,Europe,Slovakia,15,13,18
2006,703,COUNTRY,Europe,Slovakia,14,12,17
2007,703,COUNTRY,Europe,Slovakia,13,11,15
2008,703,COUNTRY,Europe,Slovakia,12,11,14
2009,703,COUNTRY,Europe,Slovakia,9.7,8.3,11
2010,703,COUNTRY,Europe,Slovakia,8.7,7.5,10
2011,703,COUNTRY,Europe,Slovakia,8,6.9,9.3
2012,703,COUNTRY,Europe,Slovakia,6.8,5.8,7.9
2013,703,COUNTRY,Europe,Slovakia,8.5,7.2,9.8
2014,703,COUNTRY,Europe,Slovakia,6.8,5.8,7.8
2015,703,COUNTRY,Europe,Slovakia,6.5,5.6,7.5
2016,703,COUNTRY,Europe,Slovakia,5.9,5.1,6.9
2017,703,COUNTRY,Europe,Slovakia,4.8,4.1,5.6
2018,703,COUNTRY,Europe,Slovakia,5.8,4.9,6.7
2019,703,COUNTRY,Europe,Slovakia,4.5,3.9,5.2
2020,703,COUNTRY,Europe,Slovakia,3.2,2.8,3.7
2021,703,COUNTRY,Europe,Slovakia,2.8,2.4,3.3
2022,703,COUNTRY,Europe,Slovakia,2.9,2.5,3.3
2000,705,COUNTRY,Europe,Slovenia,21,18,25
2001,705,COUNTRY,Europe,Slovenia,21,18,24
2002,705,COUNTRY,Europe,Slovenia,20,17,23
2003,705,COUNTRY,Europe,Slovenia,16,14,19
2004,705,COUNTRY,Europe,Slovenia,14,12,17
2005,705,COUNTRY,Europe,Slovenia,15,13,18
2006,705,COUNTRY,Europe,Slovenia,12,10,14
2007,705,COUNTRY,Europe,Slovenia,12,10,14
2008,705,COUNTRY,Europe,Slovenia,12,10,14
2009,705,COUNTRY,Europe,Slovenia,10,8.9,12
2010,705,COUNTRY,Europe,Slovenia,9.4,8.1,11
2011,705,COUNTRY,Europe,Slovenia,10,8.6,12
2012,705,COUNTRY,Europe,Slovenia,7.4,6.4,8.6
2013,705,COUNTRY,Europe,Slovenia,7.7,6.6,8.9
2014,705,COUNTRY,Europe,Slovenia,7.9,6.7,9.1
2015,705,COUNTRY,Europe,Slovenia,7.1,6.1,8.2
2016,705,COUNTRY,Europe,Slovenia,6.5,5.6,7.5
2017,705,COUNTRY,Europe,Slovenia,6.1,5.3,7.1
2018,705,COUNTRY,Europe,Slovenia,5.4,4.6,6.2
2019,705,COUNTRY,Europe,Slovenia,5.3,4.6,6.2
2020,705,COUNTRY,Europe,Slovenia,4.1,3.5,4.7
2021,705,COUNTRY,Europe,Slovenia,4.3,3.7,5
2022,705,COUNTRY,Europe,Slovenia,3.9,3.3,4.5
2000,724,COUNTRY,Europe,Spain,23,19,26
2001,724,COUNTRY,Europe,Spain,19,16,22
2002,724,COUNTRY,Europe,Spain,20,17,23
2003,724,COUNTRY,Europe,Spain,27,23,31
2004,724,COUNTRY,Europe,Spain,16,14,19
2005,724,COUNTRY,Europe,Spain,19,16,22
2006,724,COUNTRY,Europe,Spain,20,17,23
2007,724,COUNTRY,Europe,Spain,19,16,22
2008,724,COUNTRY,Europe,Spain,19,17,22
2009,724,COUNTRY,Europe,Spain,18,15,21
2010,724,COUNTRY,Europe,Spain,17,15,20
2011,724,COUNTRY,Europe,Spain,16,13,18
2012,724,COUNTRY,Europe,Spain,14,12,16
2013,724,COUNTRY,Europe,Spain,13,11,15
2014,724,COUNTRY,Europe,Spain,12,10,14
2015,724,COUNTRY,Europe,Spain,10,8.5,12
2016,724,COUNTRY,Europe,Spain,12,10,14
2017,724,COUNTRY,Europe,Spain,11,9.2,12
2018,724,COUNTRY,Europe,Spain,11,9.5,13
2019,724,COUNTRY,Europe,Spain,9.9,8.5,11
2020,724,COUNTRY,Europe,Spain,7.2,6.1,8.3
2021,724,COUNTRY,Europe,Spain,8.2,7,9.4
2022,724,COUNTRY,Europe,Spain,6.9,5.9,8
2000,752,COUNTRY,Europe,Sweden,5.4,4.6,6.2
2001,752,COUNTRY,Europe,Sweden,5.1,4.4,5.9
2002,752,COUNTRY,Europe,Sweden,4.8,4.1,5.6
2003,752,COUNTRY,Europe,Sweden,5.1,4.3,5.9
2004,752,COUNTRY,Europe,Sweden,5.5,4.7,6.3
2005,752,COUNTRY,Europe,Sweden,6.8,5.9,7.9
2006,752,COUNTRY,Europe,Sweden,6.2,5.3,7.2
2007,752,COUNTRY,Europe,Sweden,5.8,4.9,6.7
2008,752,COUNTRY,Europe,Sweden,6.4,5.5,7.4
2009,752,COUNTRY,Europe,Sweden,7.1,6.1,8.2
2010,752,COUNTRY,Europe,Sweden,7.5,6.5,8.7
2011,752,COUNTRY,Europe,Sweden,6.5,5.6,7.6
2012,752,COUNTRY,Europe,Sweden,7.1,6.1,8.2
2013,752,COUNTRY,Europe,Sweden,7.3,6.2,8.4
2014,752,COUNTRY,Europe,Sweden,7.5,6.4,8.7
2015,752,COUNTRY,Europe,Sweden,9.1,7.8,11
2016,752,COUNTRY,Europe,Sweden,8.1,6.9,9.4
2017,752,COUNTRY,Europe,Sweden,5.6,4.8,6.4
2018,752,COUNTRY,Europe,Sweden,5.4,4.6,6.2
2019,752,COUNTRY,Europe,Sweden,5.4,4.6,6.2
2020,752,COUNTRY,Europe,Sweden,3.5,3,4
2021,752,COUNTRY,Europe,Sweden,3.8,3.2,4.4
2022,752,COUNTRY,Europe,Sweden,3.9,3.3,4.5
2000,756,COUNTRY,Europe,Switzerland,9.2,7.9,11
2001,756,COUNTRY,Europe,Switzerland,8.7,7.5,10
2002,756,COUNTRY,Europe,Switzerland,9.4,8,11
2003,756,COUNTRY,Europe,Switzerland,9,7.7,10
2004,756,COUNTRY,Europe,Switzerland,8.6,7.3,9.9
2005,756,COUNTRY,Europe,Switzerland,8,6.8,9.2
2006,756,COUNTRY,Europe,Switzerland,7.3,6.2,8.4
2007,756,COUNTRY,Europe,Switzerland,6.4,5.5,7.4
2008,756,COUNTRY,Europe,Switzerland,7,6,8.1
2009,756,COUNTRY,Europe,Switzerland,7.5,6.4,8.6
2010,756,COUNTRY,Europe,Switzerland,7.5,6.4,8.6
2011,756,COUNTRY,Europe,Switzerland,7.6,6.5,8.8
2012,756,COUNTRY,Europe,Switzerland,6,5.1,6.9
2013,756,COUNTRY,Europe,Switzerland,6.6,5.7,7.7
2014,756,COUNTRY,Europe,Switzerland,5.9,5.1,6.9
2015,756,COUNTRY,Europe,Switzerland,7.4,6.3,8.5
2016,756,COUNTRY,Europe,Switzerland,7.9,6.7,9.1
2017,756,COUNTRY,Europe,Switzerland,7.2,6.2,8.3
2018,756,COUNTRY,Europe,Switzerland,6.4,5.5,7.4
2019,756,COUNTRY,Europe,Switzerland,5.4,4.6,6.2
2020,756,COUNTRY,Europe,Switzerland,4.7,4,5.4
2021,756,COUNTRY,Europe,Switzerland,4.7,4,5.4
2022,756,COUNTRY,Europe,Switzerland,4.6,3.9,5.3
2000,792,COUNTRY,Europe,Türkiye,33,23,44
2001,792,COUNTRY,Europe,Türkiye,31,22,41
2002,792,COUNTRY,Europe,Türkiye,32,23,42
2003,792,COUNTRY,Europe,Türkiye,31,22,41
2004,792,COUNTRY,Europe,Türkiye,30,22,39
2005,792,COUNTRY,Europe,Türkiye,33,24,45
2006,792,COUNTRY,Europe,Türkiye,33,23,44
2007,792,COUNTRY,Europe,Türkiye,31,23,41
2008,792,COUNTRY,Europe,Türkiye,29,21,37
2009,792,COUNTRY,Europe,Türkiye,27,20,35
2010,792,COUNTRY,Europe,Türkiye,25,19,32
2011,792,COUNTRY,Europe,Türkiye,24,19,29
2012,792,COUNTRY,Europe,Türkiye,22,17,27
2013,792,COUNTRY,Europe,Türkiye,20,16,24
2014,792,COUNTRY,Europe,Türkiye,20,16,23
2015,792,COUNTRY,Europe,Türkiye,18,15,22
2016,792,COUNTRY,Europe,Türkiye,18,15,21
2017,792,COUNTRY,Europe,Türkiye,17,14,20
2018,792,COUNTRY,Europe,Türkiye,16,14,19
2019,792,COUNTRY,Europe,Türkiye,16,13,18
2020,792,COUNTRY,Europe,Türkiye,15,13,17
2021,792,COUNTRY,Europe,Türkiye,14,11,18
2022,792,COUNTRY,Europe,Türkiye,14,11,17
2000,804,COUNTRY,Europe,Ukraine,114,58,190
2001,804,COUNTRY,Europe,Ukraine,119,58,202
2002,804,COUNTRY,Europe,Ukraine,123,58,211
2003,804,COUNTRY,Europe,Ukraine,126,59,218
2004,804,COUNTRY,Europe,Ukraine,127,59,222
2005,804,COUNTRY,Europe,Ukraine,127,59,221
2006,804,COUNTRY,Europe,Ukraine,125,59,217
2007,804,COUNTRY,Europe,Ukraine,123,58,210
2008,804,COUNTRY,Europe,Ukraine,119,58,201
2009,804,COUNTRY,Europe,Ukraine,115,58,190
2010,804,COUNTRY,Europe,Ukraine,110,57,179
2011,804,COUNTRY,Europe,Ukraine,105,57,168
2012,804,COUNTRY,Europe,Ukraine,101,56,158
2013,804,COUNTRY,Europe,Ukraine,96,55,149
2014,804,COUNTRY,Europe,Ukraine,94,55,145
2015,804,COUNTRY,Europe,Ukraine,91,54,137
2016,804,COUNTRY,Europe,Ukraine,87,53,130
2017,804,COUNTRY,Europe,Ukraine,84,52,123
2018,804,COUNTRY,Europe,Ukraine,80,51,116
2019,804,COUNTRY,Europe,Ukraine,77,50,110
2020,804,COUNTRY,Europe,Ukraine,74,48,106
2021,804,COUNTRY,Europe,Ukraine,81,54,114
2022,804,COUNTRY,Europe,Ukraine,90,60,126
2000,807,COUNTRY,Europe,North Macedonia,39,14,78
2001,807,COUNTRY,Europe,North Macedonia,40,14,79
2002,807,COUNTRY,Europe,North Macedonia,42,14,86
2003,807,COUNTRY,Europe,North Macedonia,42,14,88
2004,807,COUNTRY,Europe,North Macedonia,39,14,77
2005,807,COUNTRY,Europe,North Macedonia,36,14,69
2006,807,COUNTRY,Europe,North Macedonia,34,14,62
2007,807,COUNTRY,Europe,North Macedonia,32,14,56
2008,807,COUNTRY,Europe,North Macedonia,27,14,45
2009,807,COUNTRY,Europe,North Macedonia,27,14,45
2010,807,COUNTRY,Europe,North Macedonia,23,13,36
2011,807,COUNTRY,Europe,North Macedonia,20,13,30
2012,807,COUNTRY,Europe,North Macedonia,21,13,31
2013,807,COUNTRY,Europe,North Macedonia,19,12,28
2014,807,COUNTRY,Europe,North Macedonia,17,12,24
2015,807,COUNTRY,Europe,North Macedonia,17,11,23
2016,807,COUNTRY,Europe,North Macedonia,16,11,21
2017,807,COUNTRY,Europe,North Macedonia,13,9.7,17
2018,807,COUNTRY,Europe,North Macedonia,13,9.7,17
2019,807,COUNTRY,Europe,North Macedonia,12,9.1,15
2020,807,COUNTRY,Europe,North Macedonia,12,8.8,15
2021,807,COUNTRY,Europe,North Macedonia,11,8.4,14
2022,807,COUNTRY,Europe,North Macedonia,11,7.9,14
2000,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,12,11,13
2001,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,11,10,13
2002,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,13,12,14
2003,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,13,12,15
2004,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,13,12,15
2005,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,14,17
2006,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,14,17
2007,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,13,16
2008,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,14,17
2009,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,13,16
2010,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,14,13,15
2011,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,13,16
2012,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,15,13,16
2013,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,13,12,14
2014,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,12,10,13
2015,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,10,9.1,11
2016,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,9.9,9,11
2017,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,8.9,8.1,9.9
2018,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,8.1,7.3,8.9
2019,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,8.1,7.3,8.9
2020,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,7,6.3,7.7
2021,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,8,7.2,8.8
2022,826,COUNTRY,Europe,United Kingdom of Great Britain and Northern Ireland,7.6,6.8,8.3
2000,834,COUNTRY,Europe,United Republic of Tanzania,503,95,1240
2001,834,COUNTRY,Europe,United Republic of Tanzania,506,100,1230
2002,834,COUNTRY,Europe,United Republic of Tanzania,509,105,1220
2003,834,COUNTRY,Europe,United Republic of Tanzania,510,110,1210
2004,834,COUNTRY,Europe,United Republic of Tanzania,510,115,1190
2005,834,COUNTRY,Europe,United Republic of Tanzania,510,120,1180
2006,834,COUNTRY,Europe,United Republic of Tanzania,504,123,1150
2007,834,COUNTRY,Europe,United Republic of Tanzania,492,125,1110
2008,834,COUNTRY,Europe,United Republic of Tanzania,474,125,1050
2009,834,COUNTRY,Europe,United Republic of Tanzania,452,123,991
2010,834,COUNTRY,Europe,United Republic of Tanzania,426,120,921
2011,834,COUNTRY,Europe,United Republic of Tanzania,401,117,857
2012,834,COUNTRY,Europe,United Republic of Tanzania,378,113,797
2013,834,COUNTRY,Europe,United Republic of Tanzania,336,107,692
2014,834,COUNTRY,Europe,United Republic of Tanzania,327,108,663
2015,834,COUNTRY,Europe,United Republic of Tanzania,306,111,599
2016,834,COUNTRY,Europe,United Republic of Tanzania,287,111,545
2017,834,COUNTRY,Europe,United Republic of Tanzania,269,112,494
2018,834,COUNTRY,Europe,United Republic of Tanzania,253,112,449
2019,834,COUNTRY,Europe,United Republic of Tanzania,237,112,408
2020,834,COUNTRY,Europe,United Republic of Tanzania,222,105,383
2021,834,COUNTRY,Europe,United Republic of Tanzania,208,93,370
2022,834,COUNTRY,Europe,United Republic of Tanzania,195,81,358
